"Highlight","Book Title","Book Author","Amazon Book ID","Note","Color","Tags","Location Type","Location","Highlighted at","Document tags","highlight_id","book_id","is_favorited","is_discarded","last_reviewed_at","review_count","created_at","updated_at","book_created_at","book_updated_at"
"Without the intermediation of the social world, it would be impossible for us to organize our minds, and we would simply be overwhelmed by the world.","Beyond Order: 12 More Rules for Life","Jordan B. Peterson","","","","","","","2024-09-04T04:15:14.015866","","356","16","false","false","","","2024-09-04T04:15:14.015866","2025-12-20T09:30:28.552675","2025-12-20T09:30:28.414973","2025-12-20T09:30:28.416134"
"You have sources of strength upon which you can draw, and even though they may not work well, they may be enough. You have what you can learn if you can accept your error.","Beyond Order: 12 More Rules for Life","Jordan B. Peterson","","","","","","","2024-09-04T04:15:14.015849","","355","16","false","true","","","2024-09-04T04:15:14.015849","2025-12-20T09:30:28.535863","2025-12-20T09:30:28.414973","2025-12-20T09:30:28.416134"
"It is this instinct of meaning—something far deeper than mere thought—that orients us properly in life, so that we do not become overwhelmed by what is beyond us, or equally dangerously, stultified and stunted by dated, too narrow, or too pridefully paraded systems of value and belief.","Beyond Order: 12 More Rules for Life","Jordan B. Peterson","","","","","","","2024-09-04T04:15:14.015830","","354","16","false","true","","","2024-09-04T04:15:14.015830","2025-12-20T09:30:28.518561","2025-12-20T09:30:28.414973","2025-12-20T09:30:28.416134"
"Humility: It is better to presume ignorance and invite learning than to assume sufficient knowledge and risk the consequent blindness.","Beyond Order: 12 More Rules for Life","Jordan B. Peterson","","","","","","","2024-09-04T04:15:14.015812","","353","16","false","false","","","2024-09-04T04:15:14.015812","2025-12-20T09:30:28.501029","2025-12-20T09:30:28.414973","2025-12-20T09:30:28.416134"
"Freud and Jung, with their intense focus on the autonomous individual psyche, placed too little focus on the role of the community in the maintenance of personal mental health.","Beyond Order: 12 More Rules for Life","Jordan B. Peterson","","","","","","","2024-09-04T04:15:14.015792","","352","16","false","false","","","2024-09-04T04:15:14.015792","2025-12-20T09:30:28.485147","2025-12-20T09:30:28.414973","2025-12-20T09:30:28.416134"
"We all need to think to keep things straight, but we mostly think by talking.","Beyond Order: 12 More Rules for Life","Jordan B. Peterson","","","","","","","2024-09-04T04:15:14.015771","","351","16","false","false","","","2024-09-04T04:15:14.015771","2025-12-20T09:30:28.472367","2025-12-20T09:30:28.414973","2025-12-20T09:30:28.416134"
"People remain mentally healthy not merely because of the integrity of their own minds, but because they are constantly being reminded how to think, act, and speak by those around them.","Beyond Order: 12 More Rules for Life","Jordan B. Peterson","","","","","","","2024-09-04T04:15:14.015750","","350","16","false","false","","","2024-09-04T04:15:14.015750","2025-12-20T09:30:28.458766","2025-12-20T09:30:28.414973","2025-12-20T09:30:28.416134"
"If you are not communicating about anything that engages other people, then the value of your communication—even the value of your very presence—risks falling to zero.","Beyond Order: 12 More Rules for Life","Jordan B. Peterson","","","","","","","2024-09-04T04:15:14.015710","","349","16","false","false","","","2024-09-04T04:15:14.015710","2025-12-20T09:30:28.410093","2025-12-20T09:30:28.414973","2025-12-20T09:30:28.416134"
"Anguish maintains its power only as long as we allow it to intimidate us.","Buddhism without Beliefs","Stephen Batchelor","","By regarding it as fearful and threatening","","","","","2024-09-04T00:00:00","","239","8","false","false","","","2024-09-04T00:00:00","2025-12-20T09:30:25.283593","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"each truth requires being acted upon in its own particular way (understanding anguish, letting go of its origins, realizing its cessation, and cultivating the path)","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-04T00:00:00","","238","8","false","false","","","2024-09-04T00:00:00","2025-12-20T09:30:25.252241","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Awakening","Buddhism without Beliefs","Stephen Batchelor","",".h1","","h1","","","2024-09-04T00:00:00","","237","8","false","false","","","2024-09-04T00:00:00","2025-12-20T09:30:25.199184","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Letting go of a craving is not rejecting it but allowing it to be itself: a contingent state of mind that once arisen will pass away. Instead of forcibly freeing ourselves from it, notice how its very nature is to free itself.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-04T00:00:00","","209","8","true","false","","","2024-09-04T00:00:00","2025-12-20T09:30:24.271828","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"By identifying with a craving (“I want this,” “I don’t want that”), you tighten the clutch and intensify its resistance. Instead of being a state of mind that you have, it becomes a compulsion that has you.","Buddhism without Beliefs","Stephen Batchelor","","But who are we really if we avoid any identification with craving/thought? Alan Watts would say that our mind is an ever changing object of which there is no fixed identity, shielded from external influences. Therefore, we should not worry about who we are.","","","","","2024-09-04T00:00:00","","208","8","false","false","","","2024-09-04T00:00:00","2025-12-20T09:30:24.243978","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"To understand a worry is to know it calmly and clearly for what it is: transient, contingent, and devoid of intrinsic identity. Whereas to misunderstand it is to freeze it into something fixed, separate, and independent.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-04T00:00:00","","207","8","false","false","","","2024-09-04T00:00:00","2025-12-20T09:30:24.218870","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"And if you come up against anything that requires an effort, or is pleasant, or is glorious or inglorious, remember that this is the time of the contest, that the Olympic Games have now arrived, and that there is no possibility of further delay, and that it depends on a single day and single action whether progress is to be lost or secured.","Discourses, Fragments, Handbook","Epictetus","","","","","","","2024-07-24T18:02:27","stoicism","375","17","true","false","","","2024-07-24T18:02:27","2025-12-20T09:30:28.859125","2025-12-20T09:30:28.601629","2025-12-20T09:30:28.601955"
"For sheep, too, don't vomit up their fodder to show the shepherds how much they've eaten, but digest their food inside them, and produce wool and milk on the outside. And so you likewise shouldn't show off your principles to laymen, but rather show them the actions that result from those principles when they've been properly digested.","Discourses, Fragments, Handbook","Epictetus","","embody our principles and remain humble","","","","","2024-07-24T18:01:56","stoicism","374","17","false","false","","","2024-07-24T18:01:56","2025-12-20T09:30:28.841864","2025-12-20T09:30:28.601629","2025-12-20T09:30:28.601955"
"Someone takes his bath in a hurry; don't say that he bathes badly, but that he does so in a hurry. Someone drinks a large amount of wine. Don't say that he drinks badly, but that he drinks a large amount.","Discourses, Fragments, Handbook","Epictetus","","describe instead of judging","","","","","2024-07-24T18:00:35","stoicism","373","17","false","false","","","2024-07-24T18:00:35","2025-12-20T09:30:28.826565","2025-12-20T09:30:28.601629","2025-12-20T09:30:28.601955"
"If someone reports to you that a certain person is speaking ill of you, don't defend yourself against what has been said, but reply instead, 'Ah yes, he was plainly unaware of all my other faults, or else those wouldn't have been the only ones that he mentioned.","Discourses, Fragments, Handbook","Epictetus","","self-deprecating humor","","","","","2024-07-24T17:59:56","stoicism","372","17","false","false","","","2024-07-24T17:59:56","2025-12-20T09:30:28.812140","2025-12-20T09:30:28.601629","2025-12-20T09:30:28.601955"
"Don't seek that all that comes about should come about as you wish, but wish that everything that comes about should come about just as it does, and then you'll have a calm and happy life.","Discourses, Fragments, Handbook","Epictetus","","internalizing goals","","","","","2024-07-24T17:58:29","stoicism","371","17","true","false","","","2024-07-24T17:58:29","2025-12-20T09:30:28.798199","2025-12-20T09:30:28.601629","2025-12-20T09:30:28.601955"
"It isn't the things themselves that disturb people, but the judgements that they form about them.","Discourses, Fragments, Handbook","Epictetus","","","","","","","2024-07-24T17:56:35","stoicism","370","17","true","false","","","2024-07-24T17:56:35","2025-12-20T09:30:28.785162","2025-12-20T09:30:28.601629","2025-12-20T09:30:28.601955"
"If you want your desires always to hit their mark, and want never to fall into what you want to avoid, never desire anything that is not your own, and never seek to avoid anything that is not within your power.","Discourses, Fragments, Handbook","Epictetus","","internalizing goals and desires","","","","","2024-07-24T17:54:35","stoicism","369","17","true","false","","","2024-07-24T17:54:35","2025-12-20T09:30:28.771541","2025-12-20T09:30:28.601629","2025-12-20T09:30:28.601955"
"[3] Another man has a beautiful wife; you have the power not to wish for a beautiful wife.","Discourses, Fragments, Handbook","Epictetus","","","","","","","2024-07-24T17:52:33","stoicism","368","17","false","false","","","2024-07-24T17:52:33","2025-12-20T09:30:28.757246","2025-12-20T09:30:28.601629","2025-12-20T09:30:28.601955"
"[36] practise philosophy for yourself alone for a short period. For this is the way in which fruit is produced; the seed must be buried for a time, and lie hidden, and grow little by little to come to maturity; but if it produces the ear before the stalk is properly jointed, it will never ripen, like those produced in gardens of Adonis.* [37] Now you too are a plant of this kind: you've bloomed before your time, and the winter will wither you.","Discourses, Fragments, Handbook","Epictetus","","","","","","","2024-07-24T17:51:47","stoicism","393","17","false","false","","","2024-07-24T17:51:47","2025-12-20T09:30:29.169650","2025-12-20T09:30:28.601629","2025-12-20T09:30:28.601955"
"[3] Is it your wish that I should be poor? Bring it on, then, and you'll see what poverty is when it finds a good actor to play the part. Is it your wish that I should hold office? Bring it on. Is it your wish that I should be deprived of office? Bring it on. Is it your wish that I should suffer hardships? Bring those on too.","Discourses, Fragments, Handbook","Epictetus","","","","","","","2024-07-24T17:47:55","stoicism","392","17","true","false","","","2024-07-24T17:47:55","2025-12-20T09:30:29.151844","2025-12-20T09:30:28.601629","2025-12-20T09:30:28.601955"
